text,language,text_length,tokens
परदशकसतर शकतमन दश,sa,31,"['परदशकसतर', 'शकतमन', 'दश']"
परवम बङगलक खड र पशचमम अरब सगर छ,ne,44,"['परवम', 'बङगलक', 'खड', 'र', 'पशचमम', 'अरब', 'सगर', 'छ']"
இபபரரசன பலவற பகதகள பரககபபடட அவறற மறபரவயட நயககரகள எனனம ஆடசயளரகள நயமககபபடடனர,ta,118,"['இபபரரசன', 'பலவற', 'பகதகள', 'பரககபபடட', 'அவறற', 'மறபரவயட', 'நயககரகள', 'எனனம', 'ஆடசயளரகள', 'நயமககபபடடனர']"
१९९१ वरसचय व अनसर दवभष लकच रषटर average १९,kok,63,"['१९९१', 'वरसचय', 'व', 'अनसर', 'दवभष', 'लकच', 'रषटर', 'average', '१९']"
ਬਲਸਪਰ ਭਸ ਲਈ ਵ ਦਵਨਗਰ ਲਪ ਦ ਵਰਤ ਕਤ ਜਦ ਹ ਪਰ ਇਥ ਦ ਆਮ ਬਲਚਲ ਦ ਭਸ ਨ ਹਦ ਨਲ ਨਹ ਜੜਆ ਜ ਸਕਦ ਕਉਕ ਇਸ ਵਚਲ ਸਬਦ ਸਥਨਕ ਸਬਦਵਲ ਨਲ ਸਬਧ ਰਖਦ ਹਨ,pa,178,"['ਬਲਸਪਰ', 'ਭਸ', 'ਲਈ', 'ਵ', 'ਦਵਨਗਰ', 'ਲਪ', 'ਦ', 'ਵਰਤ', 'ਕਤ', 'ਜਦ', 'ਹ', 'ਪਰ', 'ਇਥ', 'ਦ', 'ਆਮ', 'ਬਲਚਲ', 'ਦ', 'ਭਸ', 'ਨ', 'ਹਦ', 'ਨਲ', 'ਨਹ', 'ਜੜਆ', 'ਜ', 'ਸਕਦ', 'ਕਉਕ', 'ਇਸ', 'ਵਚਲ', 'ਸਬਦ', 'ਸਥਨਕ', 'ਸਬਦਵਲ', 'ਨਲ', 'ਸਬਧ', 'ਰਖਦ', 'ਹਨ']"
தமழகததன மககள அககலததன பரரசகளகய கரகக ரமப பரரசகளடன வணகத தடரப கணடரநதனர,ta,103,"['தமழகததன', 'மககள', 'அககலததன', 'பரரசகளகய', 'கரகக', 'ரமப', 'பரரசகளடன', 'வணகத', 'தடரப', 'கணடரநதனர']"
اردو پاکستان کی قومی زبان ہے اور یہ پورے ملک میں بولی اور سمجھی جاتی ہے,ur,73,"['اردو', 'پاکستان', 'کی', 'قومی', 'زبان', 'ہے', 'اور', 'یہ', 'پورے', 'ملک', 'میں', 'بولی', 'اور', 'سمجھی', 'جاتی', 'ہے']"
ಈ ಬರಯಡನಡ ಸಮರ 1000 ಕಕ ಅಧಕ ವಶಷಟ ಶಲಯ ಸಗಸದ ಸಗರಹವನನ ಪರಸಲಗತತದ,kn,86,"['ಈ', 'ಬರಯಡನಡ', 'ಸಮರ', '1000', 'ಕಕ', 'ಅಧಕ', 'ವಶಷಟ', 'ಶಲಯ', 'ಸಗಸದ', 'ಸಗರಹವನನ', 'ಪರಸಲಗತತದ']"
आन थइचय परमतय लककड तचय मइभसत उलइज पडत,kok,65,"['आन', 'थइचय', 'परमतय', 'लककड', 'तचय', 'मइभसत', 'उलइज', 'पडत']"
శసనలల మనక లభచన తలతలగ పద నగబ,te,43,"['శసనలల', 'మనక', 'లభచన', 'తలతలగ', 'పద', 'నగబ']"
ಶಹನ ಚಡಮರತದ ಪರಣಮದದ ಗಜರತ ಮಹರಷಟರ ಕಕಣ ಮತತ ಗವ ಭಗದಲಲ ವಪರತ ಮಳಯಗಲದ,kn,92,"['ಶಹನ', 'ಚಡಮರತದ', 'ಪರಣಮದದ', 'ಗಜರತ', 'ಮಹರಷಟರ', 'ಕಕಣ', 'ಮತತ', 'ಗವ', 'ಭಗದಲಲ', 'ವಪರತ', 'ಮಳಯಗಲದ']"
જન ઈનડઆરયન ભષ વદક અન શસતરય સસકત,gu,51,"['જન', 'ઈનડઆરયન', 'ભષ', 'વદક', 'અન', 'શસતરય', 'સસકત']"
पयलचय कळर ककण बरवक बरहम लप वपरतल पण त थडय वळ उपरत बद जल आन तचय उपरत दवनगर लप वपरक लगल,kok,135,"['पयलचय', 'कळर', 'ककण', 'बरवक', 'बरहम', 'लप', 'वपरतल', 'पण', 'त', 'थडय', 'वळ', 'उपरत', 'बद', 'जल', 'आन', 'तचय', 'उपरत', 'दवनगर', 'लप', 'वपरक', 'लगल']"
അവലബ ആവശയമണമലയള സസരകകനന ജനവഭഗതതന പതവയ മലയളകൾ മലയളകൾ എനന വളകകമപഴ ഭഷയട കരളയപരമപരയ പരഗണചച കരളയർ എനന വളചച പരനന,ml,170,"['അവലബ', 'ആവശയമണമലയള', 'സസരകകനന', 'ജനവഭഗതതന', 'പതവയ', 'മലയളകൾ', 'മലയളകൾ', 'എനന', 'വളകകമപഴ', 'ഭഷയട', 'കരളയപരമപരയ', 'പരഗണചച', 'കരളയർ', 'എനന', 'വളചച', 'പരനന']"
کشیر یا کشمیر چھ سنسکرت لفظ کشمیر پؠٹھ آمت یہ چھ یا سند لۄکٹ روپ,ks,90,"['کشیر', 'یا', 'کشمیر', 'چھ', 'سنسکرت', 'لفظ', 'کشمیر', 'پؠٹھ', 'آمت', 'یہ', 'چھ', 'یا', 'سند', 'لۄکٹ', 'روپ']"
اردو ہندی زبان کی طرح فارسی عربی ترک زبان کا ایک قسم ہے,ur,57,"['اردو', 'ہندی', 'زبان', 'کی', 'طرح', 'فارسی', 'عربی', 'ترک', 'زبان', 'کا', 'ایک', 'قسم', 'ہے']"
অসমত বৰতমন অসময ভষ কৱ মনহৰ সখয ১৩০ কটৰ বছ আৰ বশবজৰ এই সখয পৰয ২ কট,as,100,"['অসমত', 'বৰতমন', 'অসময', 'ভষ', 'কৱ', 'মনহৰ', 'সখয', '১৩০', 'কটৰ', 'বছ', 'আৰ', 'বশবজৰ', 'এই', 'সখয', 'পৰয', '২', 'কট']"
ایمو چھ کشیر ہنز سیاستس منز اکھ اہم کردار ادا کورمت,ks,67,"['ایمو', 'چھ', 'کشیر', 'ہنز', 'سیاستس', 'منز', 'اکھ', 'اہم', 'کردار', 'ادا', 'کورمت']"
10వ శతబదప పరశక చరతరకరడ అల బరన తలగ భషన ఆధర యన వరణచన,te,81,"['10వ', 'శతబదప', 'పరశక', 'చరతరకరడ', 'అల', 'బరన', 'తలగ', 'భషన', 'ఆధర', 'యన', 'వరణచన']"
મધયકળન ગજરત ઈસ,gu,22,"['મધયકળન', 'ગજરત', 'ઈસ']"
ദരവഡഭഷ കടബതതൽ ഉൾപപടനന മലയളതതന ഇതര ഭരതയ ഭഷകളയ സസകത തമഴ എനന ഉദതതഭഷകളമയ പരകടമയ ബനധമണട,ml,125,"['ദരവഡഭഷ', 'കടബതതൽ', 'ഉൾപപടനന', 'മലയളതതന', 'ഇതര', 'ഭരതയ', 'ഭഷകളയ', 'സസകത', 'തമഴ', 'എനന', 'ഉദതതഭഷകളമയ', 'പരകടമയ', 'ബനധമണട']"
शबदरथ कशवयतरकत मरठ भषत अरवचन चरतर कश परचन चरतर कश सदधशवरशसतर चतरव तततवजञनकश तलनतमक भष वजञन भलनथ तवरउदय नरयण तवरपडरग दमदर गण वङमय कश वशवकश समजवजञन कश सरत कश ससकत कश सथलकश जञनकश शर,mr,289,"['शबदरथ', 'कशवयतरकत', 'मरठ', 'भषत', 'अरवचन', 'चरतर', 'कश', 'परचन', 'चरतर', 'कश', 'सदधशवरशसतर', 'चतरव', 'तततवजञनकश', 'तलनतमक', 'भष', 'वजञन', 'भलनथ', 'तवरउदय', 'नरयण', 'तवरपडरग', 'दमदर', 'गण', 'वङमय', 'कश', 'वशवकश', 'समजवजञन', 'कश', 'सरत', 'कश', 'ससकत', 'कश', 'सथलकश', 'जञनकश', 'शर']"
নযথনযল বরযস হযলহড নমক এক ইরজ বযকরণবদ আ গরমর অব দয বঙগল লযঙগযজ ইরজ a grammar of the bengal language নমক গরনথ একট আধনক বল বযকরণ রচন করন যখন ছপখনর বল হরফ পরথম বযবহত হয,bn,231,"['নযথনযল', 'বরযস', 'হযলহড', 'নমক', 'এক', 'ইরজ', 'বযকরণবদ', 'আ', 'গরমর', 'অব', 'দয', 'বঙগল', 'লযঙগযজ', 'ইরজ', 'a', 'grammar', 'of', 'the', 'bengal', 'language', 'নমক', 'গরনথ', 'একট', 'আধনক', 'বল', 'বযকরণ', 'রচন', 'করন', 'যখন', 'ছপখনর', 'বল', 'হরফ', 'পরথম', 'বযবহত', 'হয']"
دلی کی ترک افغان سلطنت نے سب سے پہلے فارسی کو شمالی ہندوستان کی دفتری زبان قرار دیا پھر ان کی پیروی کرتے ہوئے مغلوں نے بھی اسے سولہویں سے اٹھارویں صدی تک اسی حالت میں برقرار رکھا یوں صدیوں تک فارسی زبان نے جنوبی ایشیا میں اپنے قدم مضبوطی سے جمائے رکھے,ur,253,"['دلی', 'کی', 'ترک', 'افغان', 'سلطنت', 'نے', 'سب', 'سے', 'پہلے', 'فارسی', 'کو', 'شمالی', 'ہندوستان', 'کی', 'دفتری', 'زبان', 'قرار', 'دیا', 'پھر', 'ان', 'کی', 'پیروی', 'کرتے', 'ہوئے', 'مغلوں', 'نے', 'بھی', 'اسے', 'سولہویں', 'سے', 'اٹھارویں', 'صدی', 'تک', 'اسی', 'حالت', 'میں', 'برقرار', 'رکھا', 'یوں', 'صدیوں', 'تک', 'فارسی', 'زبان', 'نے', 'جنوبی', 'ایشیا', 'میں', 'اپنے', 'قدم', 'مضبوطی', 'سے', 'جمائے', 'رکھے']"
എനനൽ ഗവഷണങങൾ ഇതനയലല നരകരകകകയ മലയള മലനടട തമഴൽ നനന ഉദഭവചച എനന മലയള മല ദരവഡ ഭഷയൽ നനന തമഴനപപ ഉണടയ എനനമളള രണട സദധനതങങൾ അവതരപപകകപപടട,ml,200,"['എനനൽ', 'ഗവഷണങങൾ', 'ഇതനയലല', 'നരകരകകകയ', 'മലയള', 'മലനടട', 'തമഴൽ', 'നനന', 'ഉദഭവചച', 'എനന', 'മലയള', 'മല', 'ദരവഡ', 'ഭഷയൽ', 'നനന', 'തമഴനപപ', 'ഉണടയ', 'എനനമളള', 'രണട', 'സദധനതങങൾ', 'അവതരപപകകപപടട']"
ਪਜਬ ਸਬ ਬਣਨ ਮਗਰ 29 ਦਸਬਰ 1967 ਨ 1960 ਦ ਕਨਨ ਰਦ ਕਰਕ ਨਵ ਰਜ ਭਸ ਐਕਟ 1967 ਬਣਇਆ ਗਆ,pa,98,"['ਪਜਬ', 'ਸਬ', 'ਬਣਨ', 'ਮਗਰ', '29', 'ਦਸਬਰ', '1967', 'ਨ', '1960', 'ਦ', 'ਕਨਨ', 'ਰਦ', 'ਕਰਕ', 'ਨਵ', 'ਰਜ', 'ਭਸ', 'ਐਕਟ', '1967', 'ਬਣਇਆ', 'ਗਆ']"
ಶಹನ ಚಡಮರತವ ಈಶನಯ ಅರಬಬ ಸಮದರ ಮತತ ಅದರ ಪಕಕದ ಪರದಶಗಳಲಲ ತವರಗಡದ,kn,81,"['ಶಹನ', 'ಚಡಮರತವ', 'ಈಶನಯ', 'ಅರಬಬ', 'ಸಮದರ', 'ಮತತ', 'ಅದರ', 'ಪಕಕದ', 'ಪರದಶಗಳಲಲ', 'ತವರಗಡದ']"
ಮತತ ಇದರದಗ ನಮಮ ಝನ z ಗರಹಕರ ಸಖಯಯನನ ಹಚಚ ಮಡಲದ ಎಬದನನ ನವ ನಬತತವ,kn,89,"['ಮತತ', 'ಇದರದಗ', 'ನಮಮ', 'ಝನ', 'z', 'ಗರಹಕರ', 'ಸಖಯಯನನ', 'ಹಚಚ', 'ಮಡಲದ', 'ಎಬದನನ', 'ನವ', 'ನಬತತವ']"
কৰতপদতক কৰমপদ সমপৰণ পথক,as,32,"['কৰতপদতক', 'কৰমপদ', 'সমপৰণ', 'পথক']"
स,mr,1,['स']
इतरह अनक दशमधय मरठ भष बलणयच परमण वढत आह,mr,59,"['इतरह', 'अनक', 'दशमधय', 'मरठ', 'भष', 'बलणयच', 'परमण', 'वढत', 'आह']"
ಈ ಪಲದರಕಯದ ಕಷಕರಗ ಆದಯವನನ ಹಚಚಸಕಳಳಲ ಬಬಲವಗ ನಲಲಲದದವ,kn,77,"['ಈ', 'ಪಲದರಕಯದ', 'ಕಷಕರಗ', 'ಆದಯವನನ', 'ಹಚಚಸಕಳಳಲ', 'ಬಬಲವಗ', 'ನಲಲಲದದವ']"
हच मसत इतहसक करण आसत outlined in the इतहस section ककण आन मरठतल similarities दन परतच लगग आसच महरषटरत उलइल ककण बलत मरठच परभव जश मलवणआन ककण भशत लख उण आसचयन,kok,237,"['हच', 'मसत', 'इतहसक', 'करण', 'आसत', 'outlined', 'in', 'the', 'इतहस', 'section', 'ककण', 'आन', 'मरठतल', 'similarities', 'दन', 'परतच', 'लगग', 'आसच', 'महरषटरत', 'उलइल', 'ककण', 'बलत', 'मरठच', 'परभव', 'जश', 'मलवणआन', 'ककण', 'भशत', 'लख', 'उण', 'आसचयन']"
ப,ta,2,['ப']
ककण ओलईतलयच लकसखय लहनन आसलयर तच मसत बलdialects आसत,kok,81,"['ककण', 'ओलईतलयच', 'लकसखय', 'लहनन', 'आसलयर', 'तच', 'मसत', 'बलdialects', 'आसत']"
এই আৰযভষৰ এট পৰধন ঠল ভৰতয আৰযৰ পৰ খ প ৬ষঠ শতকৰ পৰ ১০ম শতকৰ ভতৰত বকশ হৱ মধয ভৰতয আৰয ভষৰ অনতৰগত বভনন পৰকতসমহৰ ভতৰৰ মগধ পৰকতৰ অনতয পৰকত ব অপভৰশ সতৰৰ মগধ অপভৰশৰ পৰ অসময ভষৰ জনম হয,as,248,"['এই', 'আৰযভষৰ', 'এট', 'পৰধন', 'ঠল', 'ভৰতয', 'আৰযৰ', 'পৰ', 'খ', 'প', '৬ষঠ', 'শতকৰ', 'পৰ', '১০ম', 'শতকৰ', 'ভতৰত', 'বকশ', 'হৱ', 'মধয', 'ভৰতয', 'আৰয', 'ভষৰ', 'অনতৰগত', 'বভনন', 'পৰকতসমহৰ', 'ভতৰৰ', 'মগধ', 'পৰকতৰ', 'অনতয', 'পৰকত', 'ব', 'অপভৰশ', 'সতৰৰ', 'মগধ', 'অপভৰশৰ', 'পৰ', 'অসময', 'ভষৰ', 'জনম', 'হয']"
दवगरचय यदवचय कळत मरठ भष व ससकतच भरभरट झल,mr,65,"['दवगरचय', 'यदवचय', 'कळत', 'मरठ', 'भष', 'व', 'ससकतच', 'भरभरट', 'झल']"
سندھ جسے مسلمانوں نے اس سے بھی قبل فتح کیا کے متعلق ان کا خیال ہے کہ وہاں مسلمانوں نے مقامی زبان نہیں اپنائی,ur,111,"['سندھ', 'جسے', 'مسلمانوں', 'نے', 'اس', 'سے', 'بھی', 'قبل', 'فتح', 'کیا', 'کے', 'متعلق', 'ان', 'کا', 'خیال', 'ہے', 'کہ', 'وہاں', 'مسلمانوں', 'نے', 'مقامی', 'زبان', 'نہیں', 'اپنائی']"
یمن منز چھے ز جماتہ اصولی اخباری شیعین ہندی اعتقادی فرقہ شیعین ہندی اعتقادی فرقہ چھ اثنا عشری زیدی تہ اسماعیلی,ks,114,"['یمن', 'منز', 'چھے', 'ز', 'جماتہ', 'اصولی', 'اخباری', 'شیعین', 'ہندی', 'اعتقادی', 'فرقہ', 'شیعین', 'ہندی', 'اعتقادی', 'فرقہ', 'چھ', 'اثنا', 'عشری', 'زیدی', 'تہ', 'اسماعیلی']"
थडय झगयत लडइ झल आन पलसचय गळयन सव परदरशनकर मल,kok,79,"['थडय', 'झगयत', 'लडइ', 'झल', 'आन', 'पलसचय', 'गळयन', 'सव', 'परदरशनकर', 'मल']"
तच इचछ आसल क ओश करण हदवचय धरमक करयत कम झतल,kok,71,"['तच', 'इचछ', 'आसल', 'क', 'ओश', 'करण', 'हदवचय', 'धरमक', 'करयत', 'कम', 'झतल']"
ہندو مت چھ اکھ مزہب,ks,27,"['ہندو', 'مت', 'چھ', 'اکھ', 'مزہب']"
ಹಚಚನ ಮಹತಗಗ ತಟಗರಕ ನರದಶಕರ ದರವಣ ಸಖಯ 08212430450 ವರಣ ಮ,kn,76,"['ಹಚಚನ', 'ಮಹತಗಗ', 'ತಟಗರಕ', 'ನರದಶಕರ', 'ದರವಣ', 'ಸಖಯ', '08212430450', 'ವರಣ', 'ಮ']"
,kn,0,[]
भरतम य नम मगल समरजयकल दखन धर परचलत भय यदयप यसक समकलन उपयग कम र परय उततर भरतक लग हनछ,ne,118,"['भरतम', 'य', 'नम', 'मगल', 'समरजयकल', 'दखन', 'धर', 'परचलत', 'भय', 'यदयप', 'यसक', 'समकलन', 'उपयग', 'कम', 'र', 'परय', 'उततर', 'भरतक', 'लग', 'हनछ']"
ससकरतपरकरत च उतर मळयलल,kok,40,"['ससकरतपरकरत', 'च', 'उतर', 'मळयलल']"
மதலம நறறணட தடஙக நனகம நறறணடவர தமழகததல ஆடச சலததனர,ta,80,"['மதலம', 'நறறணட', 'தடஙக', 'நனகம', 'நறறணடவர', 'தமழகததல', 'ஆடச', 'சலததனர']"
அவரகள மவநதரகளயம அடகக ஆணடதல அவரகளன வரலற தரயமல பயனம பலலவர எனனம அககல பதய அரசரகள சயடச சலததயதல அவரகளப பறற மடடம கறபபடததகக ஆவணஙகள கடததளளன,ta,203,"['அவரகள', 'மவநதரகளயம', 'அடகக', 'ஆணடதல', 'அவரகளன', 'வரலற', 'தரயமல', 'பயனம', 'பலலவர', 'எனனம', 'அககல', 'பதய', 'அரசரகள', 'சயடச', 'சலததயதல', 'அவரகளப', 'பறற', 'மடடம', 'கறபபடததகக', 'ஆவணஙகள', 'கடததளளன']"
ان میں اتر پردیش کے حصے خصوصا لکھنؤ دہلی بھوپال حیدرآباد بنگلور کولکتہ میسور پٹنہ اجمیر اور احمد آباد بھٹکل شامل ہیں,ur,130,"['ان', 'میں', 'اتر', 'پردیش', 'کے', 'حصے', 'خصوصا', 'لکھنؤ', 'دہلی', 'بھوپال', 'حیدرآباد', 'بنگلور', 'کولکتہ', 'میسور', 'پٹنہ', 'اجمیر', 'اور', 'احمد', 'آباد', 'بھٹکل', 'شامل', 'ہیں']"
it is named after the angles one of the ancient germanic peoples that migrated to the area of great britain that later took their name england,en,145,"['it', 'is', 'named', 'after', 'the', 'angles', 'one', 'of', 'the', 'ancient', 'germanic', 'peoples', 'that', 'migrated', 'to', 'the', 'area', 'of', 'great', 'britain', 'that', 'later', 'took', 'their', 'name', 'england']"
दवगरच यदवच महरषटरवर रजय असलयन मरठ भषल रजभषच दरज हत,mr,84,"['दवगरच', 'यदवच', 'महरषटरवर', 'रजय', 'असलयन', 'मरठ', 'भषल', 'रजभषच', 'दरज', 'हत']"
भरतभम परव भरतखणड भरतवरषम इत नमन परसदध असत,sa,65,"['भरतभम', 'परव', 'भरतखणड', 'भरतवरषम', 'इत', 'नमन', 'परसदध', 'असत']"
य भरतय उपमहदवपक सबभनद ठल दश ह,ne,44,"['य', 'भरतय', 'उपमहदवपक', 'सबभनद', 'ठल', 'दश', 'ह']"
जवहरललनहरमहभग सवतनतरभरतसय परथम परधनमनतर अभवत,sa,67,"['जवहरललनहरमहभग', 'सवतनतरभरतसय', 'परथम', 'परधनमनतर', 'अभवत']"
درج بالا فہرست سے پتہ چلتا ہے کہ اصل اردو بولنے والوں کی زیادہ تعداد جنوبی ایشاء کی بجائے چھوٹے عرب ریاستوں متحدہ عرب امارات بحرین میں ہے جہاں ان کی تعداد وہاں کی کل آبادی کا 10 فیصد سے زیادہ ہے,ur,200,"['درج', 'بالا', 'فہرست', 'سے', 'پتہ', 'چلتا', 'ہے', 'کہ', 'اصل', 'اردو', 'بولنے', 'والوں', 'کی', 'زیادہ', 'تعداد', 'جنوبی', 'ایشاء', 'کی', 'بجائے', 'چھوٹے', 'عرب', 'ریاستوں', 'متحدہ', 'عرب', 'امارات', 'بحرین', 'میں', 'ہے', 'جہاں', 'ان', 'کی', 'تعداد', 'وہاں', 'کی', 'کل', 'آبادی', 'کا', '10', 'فیصد', 'سے', 'زیادہ', 'ہے']"
అచచల వవలస లద సవరహలలల కనసనటస లద వయజన అనన పరధనమన పరమణలన కలగ ఉననయ,te,107,"['అచచల', 'వవలస', 'లద', 'సవరహలలల', 'కనసనటస', 'లద', 'వయజన', 'అనన', 'పరధనమన', 'పరమణలన', 'కలగ', 'ఉననయ']"
४४ आस आन तरभष लकच ७,kok,30,"['४४', 'आस', 'आन', 'तरभष', 'लकच', '७']"
ஆம ஆணடல மனத வளரசசச சடடணணல பததமடததல ஒனறய ஆடசபபகதகளயம சரததல பதனறவத இடததல இரநதத,ta,126,"['ஆம', 'ஆணடல', 'மனத', 'வளரசசச', 'சடடணணல', 'பததமடததல', 'ஒனறய', 'ஆடசபபகதகளயம', 'சரததல', 'பதனறவத', 'இடததல', 'இரநதத']"
১৩১৪ এছডও মধয পরচয আমরক ও ইউরপ উললখযগয পরমণ বলভষ অভবস রযছ,bn,92,"['১৩১৪', 'এছডও', 'মধয', 'পরচয', 'আমরক', 'ও', 'ইউরপ', 'উললখযগয', 'পরমণ', 'বলভষ', 'অভবস', 'রযছ']"
करय क रप करत क लग पर नरभर करत ह,hi,46,"['करय', 'क', 'रप', 'करत', 'क', 'लग', 'पर', 'नरभर', 'करत', 'ह']"
எனற வரயறககறத தலகபபயம சறபபப பயரம,ta,53,"['எனற', 'வரயறககறத', 'தலகபபயம', 'சறபபப', 'பயரம']"
ਇਹ ਪਜਬਆ ਦ ਮ ਬਲ ਹ ਅਤ ਸਖ ਦ ਧਰਮਕ ਭਸ ਵ ਹ,pa,59,"['ਇਹ', 'ਪਜਬਆ', 'ਦ', 'ਮ', 'ਬਲ', 'ਹ', 'ਅਤ', 'ਸਖ', 'ਦ', 'ਧਰਮਕ', 'ਭਸ', 'ਵ', 'ਹ']"
सवरवरणम १२ र वयञजनवरणम ३६ वट वरणहर रहक छन,ne,55,"['सवरवरणम', '१२', 'र', 'वयञजनवरणम', '३६', 'वट', 'वरणहर', 'रहक', 'छन']"
ਪਜਬ ਰਜ ਭਸ ਸਧ ਐਕਟ 2008 ਰਹ 1967 ਦ ਕਨਨ ਵਚ ਵਡਆ ਸਧ ਕਤਆ ਗਈਆ,pa,83,"['ਪਜਬ', 'ਰਜ', 'ਭਸ', 'ਸਧ', 'ਐਕਟ', '2008', 'ਰਹ', '1967', 'ਦ', 'ਕਨਨ', 'ਵਚ', 'ਵਡਆ', 'ਸਧ', 'ਕਤਆ', 'ਗਈਆ']"
ଉଭୟ ରଜୟର ମଖୟ ଶସନ ସଚବ ଜଳ ସପଦ ସଚବ ରଜସବ ସଚବ ଓ ଅନୟ ଅଧକର ଉପସଥତ ଥଲ,or,83,"['ଉଭୟ', 'ରଜୟର', 'ମଖୟ', 'ଶସନ', 'ସଚବ', 'ଜଳ', 'ସପଦ', 'ସଚବ', 'ରଜସବ', 'ସଚବ', 'ଓ', 'ଅନୟ', 'ଅଧକର', 'ଉପସଥତ', 'ଥଲ']"
حوالہ ؤجۓ لکشمي پنڈت اؤس ہندستٲنك اكھ سیاست دان تہ جؤاہر لال نہروك بینہ,ks,88,"['حوالہ', 'ؤجۓ', 'لکشمي', 'پنڈت', 'اؤس', 'ہندستٲنك', 'اكھ', 'سیاست', 'دان', 'تہ', 'جؤاہر', 'لال', 'نہروك', 'بینہ']"
نہرو چھ جدید ہندوستانک بناون وول اوس غٲر وابستہ تحریک سند رہنمہ,ks,83,"['نہرو', 'چھ', 'جدید', 'ہندوستانک', 'بناون', 'وول', 'اوس', 'غٲر', 'وابستہ', 'تحریک', 'سند', 'رہنمہ']"
جواہرن بڈؠ بب گنگا دھر نہرو اوس دل شہرک کوتوٲل,ks,60,"['جواہرن', 'بڈؠ', 'بب', 'گنگا', 'دھر', 'نہرو', 'اوس', 'دل', 'شہرک', 'کوتوٲل']"
परफसर महवर सरन जन न अपन हनद एव उरद क अदवत शरषक आलख म हनद क वयतपतत पर वचर करत हए कह ह क ईरन क परचन भष अवसत म स धवन नह बल जत थ बलक स क ह क तरह बल जत थ,hi,220,"['परफसर', 'महवर', 'सरन', 'जन', 'न', 'अपन', 'हनद', 'एव', 'उरद', 'क', 'अदवत', 'शरषक', 'आलख', 'म', 'हनद', 'क', 'वयतपतत', 'पर', 'वचर', 'करत', 'हए', 'कह', 'ह', 'क', 'ईरन', 'क', 'परचन', 'भष', 'अवसत', 'म', 'स', 'धवन', 'नह', 'बल', 'जत', 'थ', 'बलक', 'स', 'क', 'ह', 'क', 'तरह', 'बल', 'जत', 'थ']"
సమనయ శక 11 వ శతబద నడ గరథసథమ చయబడనదగ గమనచవచచ,te,66,"['సమనయ', 'శక', '11', 'వ', 'శతబద', 'నడ', 'గరథసథమ', 'చయబడనదగ', 'గమనచవచచ']"
১৯৫২ খরষটবদর ২১শ ফবরযর ঢক বশববদযলয পরতবদ ছতর ও আনদলনকরর সখযগরষঠর মতভষ বলক রষটরভষকরণর দবত নজদর জবন উৎসরগ করন,bn,170,"['১৯৫২', 'খরষটবদর', '২১শ', 'ফবরযর', 'ঢক', 'বশববদযলয', 'পরতবদ', 'ছতর', 'ও', 'আনদলনকরর', 'সখযগরষঠর', 'মতভষ', 'বলক', 'রষটরভষকরণর', 'দবত', 'নজদর', 'জবন', 'উৎসরগ', 'করন']"
परतगझ शसनन १६८४इसवत ककण भषक कल,kok,48,"['परतगझ', 'शसनन', '१६८४इसवत', 'ककण', 'भषक', 'कल']"
କରଣ ଏବ ବ ସମଫଇନଲ ଦଡର ଗରପ2ର ନୟଜଲଣଡ ଭରତ ଏବ ଆଫଗନସତନ ରହଛନତ,or,83,"['କରଣ', 'ଏବ', 'ବ', 'ସମଫଇନଲ', 'ଦଡର', 'ଗରପ2ର', 'ନୟଜଲଣଡ', 'ଭରତ', 'ଏବ', 'ଆଫଗନସତନ', 'ରହଛନତ']"
१२९० मधय जञनशवर य गरथच रचन जञनशवरन कल,mr,60,"['१२९०', 'मधय', 'जञनशवर', 'य', 'गरथच', 'रचन', 'जञनशवरन', 'कल']"
यह हनदसतन भष क एक मनककत रप ह जसम ससकत क ततसम तथ तदभव शबद क परयग अधक ह और अरबफरस शबद कम ह,hi,129,"['यह', 'हनदसतन', 'भष', 'क', 'एक', 'मनककत', 'रप', 'ह', 'जसम', 'ससकत', 'क', 'ततसम', 'तथ', 'तदभव', 'शबद', 'क', 'परयग', 'अधक', 'ह', 'और', 'अरबफरस', 'शबद', 'कम', 'ह']"
१०१८ य कळत त करल गल असव,mr,34,"['१०१८', 'य', 'कळत', 'त', 'करल', 'गल', 'असव']"
ആശൻ ആചരയ അങങട സഘട വഴകൾ ചരനന സഥല പടക പഠക മതലയവ ഉദഹരണങങളണ,ml,91,"['ആശൻ', 'ആചരയ', 'അങങട', 'സഘട', 'വഴകൾ', 'ചരനന', 'സഥല', 'പടക', 'പഠക', 'മതലയവ', 'ഉദഹരണങങളണ']"
یہ ملک کی سماجی و ثقافتی میراث کا خزانہ ہے,ur,43,"['یہ', 'ملک', 'کی', 'سماجی', 'و', 'ثقافتی', 'میراث', 'کا', 'خزانہ', 'ہے']"
ஆயனம அநத எழசச நணட கலம நடககவலல,ta,47,"['ஆயனம', 'அநத', 'எழசச', 'நணட', 'கலம', 'நடககவலல']"
লখতভৱ অসময ভষত ৪০ট বযঞজনধবন পৱ যয যদও অসময ভষত বশষট বযঞজনধবন ২১ টহ পৱ যয,as,110,"['লখতভৱ', 'অসময', 'ভষত', '৪০ট', 'বযঞজনধবন', 'পৱ', 'যয', 'যদও', 'অসময', 'ভষত', 'বশষট', 'বযঞজনধবন', '২১', 'টহ', 'পৱ', 'যয']"
